,,event,position,timestamp,status,rate
126,47,0,643,1139,1,1
126,48,2,642,1147,1,1
126,49,1,643,1150,0,1
126,50,0,643,1157,1,1
126,51,2,660,1183,1,1
126,52,1,660,1183,0,1
126,53,0,660,1353,1,1
126,54,1,762,1455,0,1
126,55,0,762,1476,1,1
130,0,0,0,1,1,1
130,1,1,4,5,0,1
130,2,0,4,22,1,1
130,3,1,74,91,0,1
130,4,0,74,286,1,1
130,5,1,195,407,0,1
130,6,0,195,410,1,1
130,7,2,232,453,1,1
130,8,1,232,453,0,1
130,9,0,232,463,1,1
130,10,1,252,483,0,1
130,11,0,252,496,1,1
130,12,1,308,551,0,1
130,13,0,308,558,1,1
130,14,1,314,564,0,1
130,15,0,314,570,1,1
130,16,2,315,577,1,1
130,17,2,308,582,1,1
130,18,2,463,766,1,1
130,19,1,463,767,0,1
130,20,0,463,774,1,1
130,21,3,482,786,1,1
142,0,0,0,5,1,1
145,0,0,0,1,1,1
149,0,0,0,1,1,1
149,1,1,241,241,0,1
149,2,0,241,277,1,1
152,0,0,0,1,1,1
152,1,3,52,27,1,1
152,2,3,77,33,1,1
152,3,3,113,39,1,1
152,4,3,152,46,1,1
152,5,3,195,51,1,1
152,6,3,219,58,1,1
152,7,3,254,63,1,1
152,8,3,305,68,1,1
152,9,3,339,75,1,1
152,10,3,372,81,1,1
152,11,3,400,87,1,1
152,12,3,412,92,1,1
152,13,3,448,99,1,1
152,14,3,482,106,1,1
152,15,3,512,112,1,1
153,0,0,0,1,1,1
153,1,1,522,521,0,1
153,2,0,522,633,1,1
153,3,2,0,650,1,1
153,4,3,14,654,1,1
153,5,1,14,657,0,1
153,6,0,14,661,1,1
153,7,3,25,663,1,1
153,8,3,59,668,1,1
153,9,3,81,673,1,1
153,10,3,114,678,1,1
153,11,3,146,684,1,1
153,12,3,196,691,1,1
153,13,3,233,696,1,1
153,14,3,265,703,1,1
153,15,3,298,708,1,1
153,16,3,322,713,1,1
153,17,3,356,718,1,1
153,18,2,357,723,1,1
153,19,3,387,724,1,1
153,20,3,409,732,1,1
153,21,3,448,737,1,1
153,22,3,487,742,1,1
153,23,3,521,747,1,1
153,24,3,545,752,1,1
155,0,0,0,1,1,1
155,1,2,260,265,1,1
155,2,3,398,266,1,1
156,0,0,0,1,1,1
156,1,3,93,3,1,1
156,2,2,12,10,1,1
156,3,2,16,70,1,1
156,4,3,57,107,1,1
156,5,3,214,112,1,1
156,6,2,212,114,1,1
156,7,2,201,121,1,1
156,8,2,215,140,1,1
156,9,1,215,140,0,1
156,10,3,308,146,0,1
156,11,1,308,146,0,1
156,12,0,308,148,1,1
159,0,0,0,2,1,1
159,1,3,48,6,1,1
159,2,3,90,12,1,1
159,3,3,100,23,1,1
159,4,3,113,31,1,1
159,5,3,124,37,1,1
159,6,3,172,52,1,1
159,7,3,208,68,1,1
159,8,1,211,73,0,1
159,9,0,211,80,1,1
159,10,3,271,93,1,1
159,11,2,267,109,1,1
159,12,2,257,114,1,1
159,13,3,298,115,1,1
159,14,3,338,122,1,1
159,15,3,343,127,1,1
159,16,1,345,129,0,1
159,17,3,386,139,0,1
159,18,3,431,155,0,1
159,19,1,434,162,0,1
159,20,3,507,168,0,1
159,21,1,507,168,0,1
161,0,0,0,1,1,1
161,1,3,103,11,1,1
161,2,3,156,27,1,1
161,3,3,180,32,1,1
161,4,3,213,40,1,1
161,5,3,243,50,1,1
162,0,0,0,1,1,1
162,1,1,412,411,0,1
162,2,0,412,416,1,1
162,3,1,414,418,0,1
162,4,0,414,422,1,1
162,5,1,418,426,0,1
162,6,0,418,435,1,1
162,7,1,423,440,0,1
162,8,0,423,449,1,1
162,9,1,513,539,0,1
162,10,0,513,547,1,1
162,11,1,518,552,0,1
162,12,0,518,560,1,1
163,0,0,0,1,1,1
163,1,1,227,227,0,1
163,2,0,227,252,1,1
163,3,1,231,257,0,1
163,4,0,231,265,1,1
163,5,1,370,404,0,1
163,6,0,370,828,1,1
164,0,0,0,1,1,1
164,1,1,5,6,0,1
164,2,0,5,317,1,1
165,0,0,0,6,1,1
166,0,0,0,7,1,1
167,0,0,0,4,1,1
167,1,1,18,22,0,1
167,2,0,18,49,1,1
167,3,1,458,487,0,1
167,4,0,458,840,1,1
168,0,0,0,3,1,1
169,0,0,0,1,1,1
169,1,1,4,5,0,1
169,2,0,4,10,1,1
169,3,1,5,11,0,1
169,4,0,5,23,1,1
169,5,1,9,27,0,1
169,6,0,9,33,1,1
169,7,1,13,37,0,1
169,8,0,13,40,1,1
169,9,1,159,185,0,1
169,10,0,159,199,1,1
169,11,1,170,210,0,1
169,12,0,170,217,1,1
169,13,1,199,246,0,1
169,14,0,199,259,1,1
169,15,1,204,264,0,1
169,16,0,204,309,1,1
169,17,1,209,314,0,1
169,18,0,209,316,1,1
169,19,1,270,377,0,1
169,20,0,270,385,1,1
169,21,1,276,391,0,1
169,22,0,276,399,1,1
169,23,1,289,412,0,1
169,24,0,289,414,1,1
169,25,1,294,419,0,1
169,26,0,294,429,1,1
169,27,1,310,445,0,1
169,28,0,310,448,1,1
169,29,1,322,460,0,1
169,30,0,322,469,1,1
169,31,1,335,482,0,1
169,32,0,335,490,1,1
169,33,1,341,496,0,1
169,34,0,341,503,1,1
169,35,1,370,532,0,1
169,36,0,370,542,1,1
169,37,1,390,562,0,1
169,38,0,390,565,1,1
169,39,1,395,570,0,1
169,40,0,395,577,1,1
169,41,1,402,584,0,1
169,42,0,402,589,1,1
169,43,1,406,593,0,1
169,44,0,406,597,1,1
169,45,1,411,602,0,1
169,46,0,411,617,1,1
169,47,1,415,621,0,1
169,48,0,415,632,1,1
169,49,1,418,635,0,1
169,50,0,418,657,1,1
169,51,1,423,662,0,1
169,52,0,423,671,1,1
169,53,1,430,678,0,1
169,54,0,430,682,1,1
169,55,1,445,697,0,1
169,56,0,445,702,1,1
169,57,1,459,716,0,1
169,58,0,459,720,1,1
169,59,1,464,725,0,1
169,60,0,464,732,1,1
169,61,1,467,735,0,1
169,62,0,467,744,1,1
169,63,1,472,749,0,1
169,64,0,472,758,1,1
169,65,1,476,762,0,1
169,66,0,476,782,1,1
169,67,1,479,785,0,1
169,68,0,479,798,1,1
169,69,1,482,801,0,1
169,70,0,482,825,1,1
169,71,1,498,841,0,1
169,72,2,494,1015,0,1
169,73,1,498,1019,0,1
169,74,3,518,1027,0,1
169,75,1,522,1032,0,1
169,76,0,522,1034,1,1
169,77,1,541,1053,0,1
169,78,0,541,1056,1,1
171,0,0,0,2,1,1
172,0,0,0,3,1,1
173,0,0,0,1,1,1
174,0,0,0,1,1,1
175,0,0,0,1,1,1
175,1,1,208,208,0,1
175,2,0,208,266,1,1
175,3,2,261,335,1,1
176,0,0,0,1,1,1
176,1,3,127,3,1,1
176,2,1,127,3,0,1
176,3,0,127,5,1,1
176,4,3,148,9,1,1
176,5,2,166,36,1,1
176,6,2,167,44,1,1
176,7,2,196,79,1,1
176,8,2,229,123,1,1
176,9,2,335,239,1,1
176,10,1,335,241,0,1
176,11,0,335,297,1,1
176,12,2,403,371,1,1
176,13,1,429,397,0,1
176,14,0,429,564,1,1
177,0,0,0,1,1,1
178,0,0,0,1,1,1
178,1,1,5,6,0,1
178,2,0,5,9,1,1
178,3,1,6,10,0,1
178,4,0,6,15,1,1
178,5,1,9,18,0,1
178,6,0,9,27,1,1
178,7,1,33,51,0,1
178,8,0,33,57,1,1
178,9,1,45,69,0,1
178,10,0,45,83,1,1
178,11,1,49,87,0,1
178,12,0,49,94,1,1
178,13,1,53,98,0,1
178,14,0,53,106,1,1
178,15,1,59,112,0,1
178,16,0,59,122,1,1
178,17,1,63,126,0,1
178,18,0,63,146,1,1
178,19,1,69,152,0,1
178,20,0,69,158,1,1
178,21,1,74,163,0,1
178,22,0,74,169,1,1
178,23,1,79,174,0,1
178,24,0,79,180,1,1
178,25,1,84,184,0,1
178,26,0,84,195,1,1
178,27,1,88,199,0,1
178,28,0,88,226,1,1
178,29,1,91,229,0,1
178,30,0,91,239,1,1
178,31,1,96,244,0,1
178,32,0,96,254,1,1
178,33,1,99,257,0,1
178,34,0,99,268,1,1
178,35,1,104,273,0,1
178,36,0,104,280,1,1
178,37,1,110,286,0,1
178,38,0,110,294,1,1
178,39,1,114,298,0,1
178,40,0,114,321,1,1
178,41,1,120,327,0,1
178,42,0,120,337,1,1
178,43,1,126,343,0,1
178,44,0,126,353,1,1
178,45,1,132,359,0,1
178,46,0,132,363,1,1
178,47,1,140,371,0,1
178,48,0,140,374,1,1
178,49,1,153,387,0,1
178,50,0,153,391,1,1
179,0,0,0,11,1,1
179,1,1,1,12,0,1
179,2,0,1,23,1,1
179,3,1,3,25,0,1
179,4,0,3,33,1,1
179,5,1,7,37,0,1
179,6,0,7,50,1,1
179,7,1,97,140,0,1
179,8,0,97,144,1,1
179,9,2,236,291,1,1
180,0,0,0,1,1,1
180,1,3,59,4,1,1
180,2,3,101,9,1,1
180,3,3,106,16,1,1
180,4,2,399,318,1,1
181,0,0,0,1,1,1
181,1,1,45,46,0,1
181,2,0,45,84,1,1
182,0,0,0,1,1,1
183,0,0,0,1,1,1
184,0,0,0,2,1,1
185,0,0,0,4,1,1
185,1,1,1,5,0,1
185,2,0,1,7,1,1
186,0,0,0,1,1,1
189,0,0,0,1,1,1
190,0,0,0,1,1,1
191,0,0,0,1,1,1
191,1,1,39,40,0,1
191,2,0,39,44,1,1
191,3,1,47,52,0,1
191,4,0,47,54,1,1
191,5,1,61,68,0,1
191,6,0,61,71,1,1
191,7,2,176,189,1,1
191,8,1,176,189,0,1
191,9,0,176,192,1,1
191,10,1,181,197,0,1
191,11,0,181,200,1,1
192,0,0,0,5,1,1
192,1,1,1,6,0,1
192,2,3,175,9,0,1
192,3,1,178,13,0,1
192,4,0,178,20,1,1
192,5,1,179,21,0,1
192,6,0,179,24,1,1
192,7,1,184,29,0,1
192,8,0,184,40,1,1
192,9,1,192,48,0,1
192,10,0,192,50,1,1
192,11,1,193,51,0,1
192,12,0,193,55,1,1
192,13,2,196,64,1,1
192,14,1,197,68,0,1
192,15,0,197,70,1,1
192,16,1,202,75,0,1
192,17,0,202,85,1,1
192,18,2,233,120,1,1
192,19,1,233,120,0,1
192,20,0,233,122,1,1
192,21,1,238,127,0,1
192,22,0,238,131,1,1
192,23,1,259,153,0,1
192,24,0,259,155,1,1
192,25,1,261,157,0,1
192,26,0,261,161,1,1
192,27,1,264,164,0,1
192,28,0,264,168,1,1
192,29,1,269,173,0,1
192,30,0,269,176,1,1
192,31,1,277,184,0,1
192,32,0,277,189,1,1
192,33,1,283,195,0,1
192,34,0,283,200,1,1
192,35,1,287,204,0,1
192,36,0,287,215,1,1
192,37,1,297,225,0,1
192,38,0,297,229,1,1
192,39,1,307,239,0,1
192,40,0,307,244,1,1
192,41,1,312,249,0,1
192,42,0,312,253,1,1
192,43,1,316,257,0,1
192,44,0,316,264,1,1
192,45,1,322,270,0,1
192,46,0,322,295,1,1
192,47,1,337,309,0,1
192,48,0,337,312,1,1
192,49,2,376,356,1,1
192,50,1,376,357,0,1
192,51,0,376,360,1,1
192,52,1,386,372,0,1
192,53,0,386,375,1,1
192,54,2,404,397,1,1
192,55,1,404,397,0,1
192,56,0,404,399,1,1
192,57,1,409,404,0,1
192,58,0,409,432,1,1
192,59,1,431,455,0,1
192,60,0,431,468,1,1
193,0,0,0,1,1,1
193,1,1,82,82,0,1
193,2,0,82,84,1,1
193,3,2,95,101,1,1
193,4,1,96,102,0,1
193,5,0,96,107,1,1
193,6,2,172,196,1,1
193,7,2,262,294,1,1
197,0,0,0,2,1,1
197,1,2,22,36,1,1
197,2,2,86,109,1,1
197,3,2,88,121,1,1
197,4,3,116,134,1,1
197,5,1,142,161,0,1
197,6,0,142,167,1,1
197,7,1,205,229,0,1
197,8,0,205,236,1,1
197,9,1,354,384,0,1
197,10,0,354,392,1,1
201,0,0,0,1,1,1
201,1,1,747,744,0,1
201,2,0,747,3748,1,1
202,0,0,0,1,1,1
202,1,1,199,199,0,1
202,2,2,132,203,0,1
202,3,1,231,303,0,1
202,4,0,231,306,1,1
202,5,1,232,307,0,1
202,6,0,232,420,1,1
202,7,1,245,433,0,1
202,8,0,245,569,1,1
202,9,1,279,603,0,1
202,10,0,279,659,1,1
202,11,1,294,673,0,1
202,12,0,294,676,1,1
202,13,1,295,677,0,1
202,14,0,295,2353,1,1
202,15,1,300,2358,0,1
202,16,0,300,2361,1,1
202,17,1,303,2364,0,1
202,18,0,303,2399,1,1
202,19,1,385,2481,0,1
202,20,0,385,2485,1,1
202,21,1,390,2490,0,1
202,22,0,390,2939,1,1
202,23,1,442,2990,0,1
202,24,0,442,3063,1,1
203,0,0,0,1,1,1
203,1,1,1003,996,0,1
203,2,0,1003,999,1,1
204,0,0,0,1,1,1
204,1,1,668,666,0,1
204,2,0,668,671,1,1
205,0,0,0,1,1,1
205,1,1,16,16,0,1
205,2,0,16,31,1,1
206,0,0,0,1,1,1
207,0,0,0,1,1,1
207,1,3,40,11,1,1
207,2,3,82,16,1,1
207,3,3,94,21,1,1
207,4,3,107,27,1,1
207,5,3,116,32,1,1
207,6,3,163,43,1,1
207,7,3,185,48,1,1
207,8,3,256,54,1,1
207,9,2,249,58,1,1
207,10,3,272,62,1,1
207,11,3,360,68,1,1
207,12,3,419,73,1,1
207,13,3,525,79,1,1
207,14,3,581,84,1,1
207,15,3,638,89,1,1
207,16,3,712,96,1,1
207,17,3,786,102,1,1
207,18,3,793,107,1,1
211,0,0,0,1,1,1
211,1,1,8,10,0,1
211,2,0,8,12,1,1
211,3,1,11,15,0,1
211,4,0,11,19,1,1
211,5,1,13,21,0,1
211,6,0,13,71,1,1
211,7,1,253,310,0,1
211,8,0,253,397,1,1
211,9,1,268,412,0,1
211,10,0,268,430,1,1
213,0,0,0,1,1,1
214,0,0,0,2,1,1
218,0,0,0,13,1,1
218,1,1,16,29,0,1
218,2,0,16,37,1,1
218,3,1,142,158,0,1
218,4,0,142,176,1,1
218,5,0,149,189,1,1
218,6,1,158,196,0,1
218,7,0,158,202,1,1
218,8,0,169,239,1,1
219,0,0,0,6,1,1
219,1,1,60,62,0,1
219,2,0,60,77,1,1
219,3,1,79,96,0,1
219,4,0,79,107,1,1
219,5,1,206,234,0,1
219,6,2,199,260,0,1
219,7,2,198,277,0,1
219,8,2,217,321,0,1
219,9,1,221,325,0,1
219,10,0,221,780,1,1
219,11,1,407,966,0,1
219,12,0,407,971,1,1
219,13,1,422,986,0,1
219,14,0,422,993,1,1
219,15,1,438,1010,0,1
219,16,0,438,1019,1,1
219,17,1,447,1028,0,1
219,18,0,447,1035,1,1
219,19,1,465,1053,0,1
219,20,0,465,1067,1,1
219,21,1,475,1077,0,1
219,22,0,475,1088,1,1
219,23,1,485,1098,0,1
219,24,0,485,1111,1,1
219,25,1,493,1119,0,1
219,26,0,493,1129,1,1
219,27,1,503,1139,0,1
219,28,0,503,1141,1,1
220,0,0,0,5,1,1
222,0,0,0,2,1,1
222,1,1,9,11,0,1
222,2,0,9,16,1,1
223,0,0,0,1,1,1
223,1,1,143,143,0,1
223,2,3,184,156,0,1
223,3,3,201,162,0,1
223,4,1,206,169,0,1
223,5,3,217,186,0,1
223,6,1,217,186,0,1
223,7,3,248,190,0,1
223,8,1,248,190,0,1
223,9,3,259,195,0,1
223,10,1,259,195,0,1
223,11,3,285,238,0,1
223,12,1,285,238,0,1
223,13,0,285,243,1,1
223,14,1,286,244,0,1
223,15,0,286,246,1,1
224,0,0,0,1,1,1
224,1,3,154,6,1,1
224,2,3,181,11,1,1
224,3,3,209,16,1,1
224,4,1,211,21,0,1
224,5,0,211,354,1,1
224,6,1,318,461,0,1
224,7,0,318,482,1,1
225,0,0,0,1,1,1
226,0,0,0,1,1,1
226,1,1,58,59,0,1
226,2,0,58,61,1,1
226,3,1,59,62,0,1
226,4,0,59,65,1,1
226,5,1,80,87,0,1
226,6,0,80,92,1,1
226,7,1,85,97,0,1
226,8,0,85,103,1,1
226,9,1,94,112,0,1
226,10,0,94,115,1,1
226,11,1,112,133,0,1
226,12,0,112,135,1,1
226,13,1,117,140,0,1
226,14,0,117,149,1,1
226,15,1,122,154,0,1
226,16,0,122,158,1,1
226,17,1,131,167,0,1
226,18,0,131,172,1,1
226,19,1,172,213,0,1
226,20,0,172,216,1,1
227,0,0,0,1,1,1
227,1,1,167,167,0,1
227,2,0,167,245,1,1
228,0,0,0,1,1,1
228,1,2,0,53,1,1
228,2,1,85,141,0,1
228,3,0,85,311,1,1
229,0,0,0,1,1,1
229,1,2,178,185,1,1
229,2,2,175,191,1,1
229,3,2,263,286,1,1
230,0,0,0,1,1,1
230,1,1,268,268,0,1
230,2,0,268,314,1,1
231,0,0,0,1,1,1
231,1,1,25,26,0,1
231,2,0,25,42,1,1
231,3,2,31,56,1,1
231,4,1,31,57,0,1
231,5,0,31,83,1,1
231,6,2,74,169,1,1
231,7,1,101,199,0,1
231,8,0,101,300,1,1
231,9,2,260,468,1,1
231,10,1,284,492,0,1
231,11,0,284,512,1,1
231,12,1,354,582,0,1
231,13,2,347,587,0,1
231,14,1,347,588,0,1
231,15,0,347,594,1,1
231,16,1,348,595,0,1
231,17,0,348,611,1,1
235,0,0,0,1,1,1
235,1,1,2,3,0,1
235,2,0,2,141,1,1
236,0,0,0,1,1,1
236,1,1,8,10,0,1
236,2,0,8,12,1,1
236,3,1,11,15,0,1
236,4,0,11,21,1,1
236,5,1,15,25,0,1
236,6,0,15,30,1,1
236,7,1,20,35,0,1
236,8,0,20,293,1,1
236,9,1,66,339,0,1
236,10,0,66,342,1,1
236,11,1,185,463,0,1
236,12,0,185,467,1,1
236,13,1,189,471,0,1
236,14,0,189,479,1,1
236,15,1,198,488,0,1
236,16,0,198,498,1,1
236,17,1,204,504,0,1
236,18,0,204,516,1,1
236,19,1,241,553,0,1
236,20,0,241,559,1,1
236,21,1,247,565,0,1
236,22,0,247,569,1,1
236,23,1,251,573,0,1
236,24,0,251,580,1,1
236,25,1,257,586,0,1
236,26,0,257,591,1,1
236,27,1,264,598,0,1
236,28,0,264,605,1,1
236,29,1,270,611,0,1
236,30,0,270,616,1,1
240,0,0,0,1,1,1
240,1,1,2,3,0,1
240,2,0,2,10,1,1
240,3,1,21,29,0,1
240,4,0,21,9673,1,1
240,5,1,27,9679,0,1
240,6,0,27,10360,1,1
240,7,2,30,10382,1,1
240,8,1,131,10485,0,1
240,9,0,131,11168,1,1
240,10,2,280,11352,1,1
241,0,0,0,1,1,1
241,1,1,34,34,0,1
241,2,0,34,44,1,1
241,3,1,82,92,0,1
241,4,0,82,125,1,1
241,5,2,154,202,1,1
241,6,1,155,203,0,1
241,7,0,155,265,1,1
241,8,1,166,276,0,1
241,9,0,166,285,1,1
241,10,2,234,376,1,1
241,11,1,235,380,0,1
241,12,0,235,413,1,1
243,0,0,0,1,1,1
244,0,0,0,2,1,1
245,0,0,0,1,1,1
246,0,0,0,1,1,1
247,0,0,0,1,1,1
248,0,0,0,1,1,1
249,0,0,0,1,1,1
250,0,0,0,1,1,1
251,0,0,0,2,1,1
252,0,0,0,1,1,1
252,1,1,140,140,0,1
252,2,0,140,146,1,1
252,3,1,263,269,0,1
252,4,0,263,303,1,1
253,0,0,0,1,1,1
253,1,1,150,150,0,1
253,2,0,150,678,1,1
253,3,1,177,705,0,1
253,4,0,177,898,1,1
253,5,2,176,907,1,1
253,6,1,177,908,0,1
253,7,0,177,913,1,1
256,0,0,0,1,1,1
256,1,1,9,10,0,1
256,2,0,9,51,1,1
256,3,1,46,88,0,1
256,4,0,46,123,1,1
256,5,2,182,268,1,1
259,0,0,0,3,1,1
260,0,0,0,1,1,1
261,0,0,0,1,1,1
262,0,0,0,1,1,1
263,0,0,0,1,1,1
263,1,1,241,242,0,1
263,2,0,241,660,1,1
264,0,0,0,1,1,1
264,1,2,37,53,1,1
264,2,1,121,137,0,1
264,3,0,121,153,1,1
264,4,1,152,184,0,1
264,5,0,152,207,1,1
264,6,1,178,233,0,1
264,7,2,141,252,0,1
264,8,3,152,253,0,1
264,9,1,152,253,0,1
264,10,3,200,320,0,1
264,11,2,189,328,0,1
264,12,1,197,338,0,1
264,13,0,197,449,1,1
264,14,1,203,455,0,1
264,15,0,203,513,1,1
264,16,1,225,535,0,1
264,17,0,225,539,1,1
264,18,1,238,552,0,1
264,19,2,228,557,0,1
264,20,1,228,557,0,1
264,21,0,228,701,1,1
265,0,0,0,2,1,1
265,1,1,252,254,0,1
265,2,0,252,279,1,1
266,0,0,0,2,1,1
266,1,2,17,42,1,1
266,2,2,60,94,1,1
266,3,1,88,122,0,1
266,4,0,88,141,1,1
268,0,0,0,1,1,1
269,0,0,0,1,1,1
269,1,1,30,31,0,1
269,2,0,30,334,1,1
269,3,1,148,451,0,1
269,4,0,148,873,1,1
269,5,2,205,946,1,1
269,6,2,181,956,1,1
269,7,1,273,1048,0,1
269,8,2,266,1771,0,1
269,9,1,266,1771,0,1
269,10,0,266,1774,1,1
271,0,0,0,1,1,1
271,1,1,77,78,0,1
271,2,0,77,1890,1,1
272,0,0,0,1,1,1
277,0,0,0,1,1,1
277,1,1,15,16,0,1
277,2,0,15,40,1,1
277,3,1,21,46,0,1
277,4,0,21,60,1,1
277,5,1,23,62,0,1
277,6,0,23,69,1,1
277,7,1,76,122,0,1
277,8,0,76,212,1,1
278,0,0,0,1,1,1
278,1,1,87,88,0,1
278,2,0,87,119,1,1
278,3,1,96,128,0,1
278,4,0,96,155,1,1
278,5,2,232,297,1,1
279,0,0,0,5,1,1
279,1,2,32,40,1,1
279,2,2,31,50,1,1
279,3,1,31,50,0,1
279,4,0,31,56,1,1
280,0,0,0,1,1,1
281,0,0,0,1,1,1
281,1,1,283,283,0,1
281,2,0,283,764,1,1
281,3,1,289,770,0,1
281,4,0,289,1038,1,1
282,0,0,0,1,1,1
282,1,2,215,228,1,1
282,2,2,209,233,1,1
282,3,1,221,245,0,1
282,4,0,221,258,1,1
283,0,0,0,2,1,1
283,1,2,300,336,1,1
283,2,3,304,339,1,1
283,3,2,303,344,1,1
283,4,1,304,345,0,1
283,5,0,304,363,1,1
284,0,0,0,1,1,1
284,1,1,122,122,0,1
284,2,0,122,941,1,1
284,3,2,159,1004,1,1
284,4,1,200,1047,0,1
284,5,0,200,1113,1,1
285,0,0,0,1,1,1
285,1,1,52,53,0,1
285,2,0,52,654,1,1
285,3,1,54,656,0,1
285,4,0,54,693,1,1
285,5,1,88,727,0,1
285,6,0,88,2319,1,1
286,0,0,0,1,1,1
286,1,2,216,235,1,1
287,0,0,0,1,1,1
288,0,0,0,1,1,1
289,0,0,0,2,1,1
290,0,0,0,1,1,1
291,0,0,0,1,1,1
292,0,0,0,1,1,1
293,0,0,0,1,1,1
294,0,0,0,1,1,1
294,1,2,49,70,1,1
294,2,1,113,135,0,1
294,3,0,113,167,1,1
295,0,0,0,1,1,1
295,1,2,57,143,1,1
295,2,1,141,226,0,1
295,3,0,141,692,1,1
295,4,1,154,705,0,1
295,5,0,154,798,1,1
295,6,2,211,873,1,1
296,0,0,0,1,1,1
296,1,1,3,4,0,1
296,2,0,3,241,1,1
296,3,2,45,322,1,1
296,4,1,47,327,0,1
296,5,0,47,576,1,1
296,6,1,165,694,0,1
296,7,0,165,726,1,1
296,8,1,253,814,0,1
296,9,0,253,845,1,1
296,10,1,260,852,0,1
296,11,2,138,1908,0,1
296,12,3,158,1911,0,1
296,13,3,168,1916,0,1
296,14,1,172,1920,0,1
296,15,0,172,2240,1,1
296,16,1,284,2352,0,1
296,17,0,284,2998,1,1
296,18,2,293,3048,1,1
297,0,0,0,1,1,1
297,1,1,17,18,0,1
297,2,0,17,32,1,1
297,3,1,18,33,0,1
297,4,0,18,571,1,1
298,0,0,0,1,1,1
298,1,1,173,173,0,1
298,2,0,173,258,1,1
298,3,2,254,380,1,1
299,0,0,0,1,1,1
299,1,1,1,2,0,1
299,2,0,1,578,1,1
300,0,0,0,1,1,1
300,1,2,10,26,1,1
300,2,3,180,165,1,1
300,3,2,188,179,1,1
300,4,3,372,180,1,1
301,0,0,0,1,1,1
301,1,1,43,44,0,1
301,2,0,43,93,1,1
301,3,1,89,139,0,1
301,4,0,89,189,1,1
302,0,0,0,1,1,1
302,1,1,6,7,0,1
302,2,0,6,233,1,1
302,3,2,86,319,1,1
304,0,0,0,1,1,1
304,1,3,57,30,1,1
304,2,3,147,41,1,1
304,3,3,188,48,1,1
304,4,3,336,60,1,1
305,0,0,0,1,1,1
308,0,0,0,404,1,1
308,1,2,206,616,1,1
308,2,2,214,637,1,1
308,3,2,213,643,1,1
308,4,2,218,657,1,1
308,5,2,214,666,1,1
308,6,2,204,678,1,1
308,7,2,198,685,1,1
308,8,1,222,710,0,1
308,9,0,222,726,1,1
308,10,2,236,750,1,1
308,11,2,226,755,1,1
308,12,1,241,770,0,1
308,13,0,241,773,1,1
308,14,1,242,774,0,1
308,15,0,242,777,1,1
309,0,0,0,1,1,1
309,1,1,71,71,0,1
309,2,0,71,80,1,1
309,3,1,150,159,0,1
309,4,0,150,259,1,1
311,0,0,0,1,1,1
311,1,2,63,75,1,1
311,2,1,63,75,0,1
311,3,0,63,215,1,1
311,4,1,71,223,0,1
311,5,0,71,282,1,1
311,6,2,84,303,1,1
311,7,1,93,312,0,1
311,8,0,93,396,1,1
311,9,2,169,479,1,1
311,10,1,169,479,0,1
311,11,0,169,589,1,1
311,12,1,171,591,0,1
311,13,0,171,593,1,1
311,14,1,260,681,0,1
311,15,0,260,718,1,1
311,16,1,264,722,0,1
311,17,0,264,911,1,1
311,18,1,299,948,0,1
311,19,0,299,951,1,1
311,20,1,366,1018,0,1
311,21,0,366,1220,1,1
312,0,0,0,2,1,1
312,1,2,44,59,1,1
312,2,3,58,62,1,1
313,0,0,0,1,1,1
313,1,1,7,8,0,1
313,2,0,7,2441,1,1
313,3,2,28,2470,1,1
313,4,1,30,2472,0,1
313,5,0,30,2521,1,1
319,0,0,0,1,1,1
319,1,1,7,8,0,1
319,2,0,7,127,1,1
319,3,2,0,133,1,1
319,4,1,130,264,0,1
319,5,0,130,360,1,1
320,0,0,0,1,1,1
325,0,0,0,1,1,1
330,0,0,0,1,1,1
330,1,2,116,125,1,1
332,0,0,0,1,1,1
332,1,2,45,53,1,1
332,2,2,85,98,1,1
334,0,0,0,1,1,1
334,1,2,274,318,1,1
334,2,3,317,343,1,1
334,3,3,339,349,1,1
335,0,0,0,1,1,1
336,0,0,0,1,1,1
337,0,0,0,3,1,1
338,0,0,0,1,1,1
338,1,2,57,75,1,1
338,2,2,69,96,1,1
338,3,2,114,155,1,1
338,4,2,319,374,1,1
339,0,0,0,1,1,1
339,1,2,40,61,1,1
339,2,2,40,73,1,1
339,3,1,46,79,0,1
339,4,0,46,99,1,1
339,5,2,149,207,1,1
339,6,2,264,334,1,1
339,7,3,272,336,1,1
340,0,0,0,1,1,1
340,1,1,2,3,0,1
340,2,0,2,6,1,1
340,3,1,5,9,0,1
340,4,0,5,11,1,1
340,5,1,7,13,0,1
340,6,0,7,17,1,1
340,7,1,16,26,0,1
340,8,0,16,28,1,1
340,9,2,58,81,1,1
340,10,1,58,81,0,1
340,11,0,58,83,1,1
340,12,2,52,88,1,1
340,13,2,83,127,1,1
340,14,1,84,128,0,1
340,15,0,84,192,1,1
340,16,1,148,256,0,1
340,17,0,148,308,1,1
340,18,1,226,386,0,1
340,19,0,226,429,1,1
340,20,1,249,452,0,1
340,21,0,249,461,1,1
340,22,1,363,575,0,1
340,23,0,363,589,1,1
340,24,1,394,620,0,1
340,25,0,394,634,1,1
341,0,0,0,1,1,1
341,1,2,50,68,1,1
344,0,0,0,1,1,1
344,1,2,44,51,1,1
344,2,1,46,53,0,1
344,3,0,46,77,1,1
344,4,2,149,188,1,1
